player1,player2,win_probability_p1,actual_outcome
Prilepa D.,Arzanov D.,0.321,1
Skripnik S.,Mishchenko V.,0.4562,1
Vasylyshyn I.,Havryliuk B.,0.6398,0
Bryzhevatyi O.,Stukalov V.,0.4337,1
Zholubak R.,Bochkovskyi V.,0.3762,0
Lukes T.,Stejskal T.,0.4724,1
Lutskyi V.,Slozka M.,0.6034,0
Shkepu S.,Lipkan D.,0.4466,0
Tokar M.,Veternik J.,0.4283,0
Korobov A.,Yaremenko R.,0.4422,0
Rak S.,Valchuk I.,0.9091,1
Aristarkhov S.,Lushchyk A.,0.3984,0
Ponomarenko O.,Kunchurov D.,0.4542,1
Bondarenko I.,Volynets O.,0.5319,0
Sklyarenko A.,Mrykh M.,0.6087,0
Yurchenko K.,Chornobab V.,0.7799,0
Barsa T.,Stejskal T.,0.6678,0
Daragan S.,Nyzhnyk R.,0.6991,0
Lulovic M.,Danoczi M.,0.5035,1
Romanenko I.,Sofroni D.,0.5385,0
Stepanchuk Y.,Peltek V.,0.6229,1
Torba R.,Nakliutskyi A.,0.6618,1
Kurylenko O.,Arzanov D.,0.2645,1
Ivchuk O.,Mishchenko V.,0.4864,1
Mytsyk A.,Havryliuk B.,0.476,1
Honchar Y.,Bochkovskyi V.,0.396,0
Lukes T.,Blazek J.,0.3776,1
Bazany D.,Tokar M.,0.5848,1
Dudka A.,Dopilko O.,0.5,1
Semipeadnii V.,Lipkan D.,0.3854,0
Korobko V.,Tsolik P.,0.6321,1
Sydorenko V.,Korobov A.,0.5234,1
Lushchyk A.,Miroshnychenko S.,0.5805,0
Yakimenko S.,Bryzhevatyi O.,0.4165,1
Mrykh M.,Chernyshov D.,0.2781,1
Udovenko I.,Vasylyshyn I.,0.6445,0
Zholubak R.,Yurchenko K.,0.2102,0
Barsa T.,Lukes T.,0.5931,1
Cechvala R.,Danoczi M.,0.4544,1
Harea V.,Shkepu S.,0.5147,1
Krupii O.,Dubyna I.,0.5,0
Huchok A.,Slozka V.,0.2187,0
Ryndia V.,Peltek V.,0.6382,0
Prilepa D.,Aristarkhov S.,0.5687,1
Skripnik S.,Sklyarenko A.,0.5065,0
Honchar Y.,Chornobab V.,0.451,1
Stejskal T.,Blazek J.,0.4144,0
Senyk M.,Plakhtyi B.,0.5,0
Veternik J.,Lulovic M.,0.4197,1
Okopnyi V.,Kolos Y.,0.5645,1
Yaremenko R.,Stepanchuk Y.,0.4445,1
Kurylenko O.,Lushchyk A.,0.3628,1
Ivchuk O.,Mrykh M.,0.5315,0
Pashkevich R.,Bambuleac C.,0.4707,1
Yurchenko K.,Bochkovskyi V.,0.6559,1
Burenok D.,Mischenko S.,0.3558,1
Dudka A.,Dubyna I.,0.5,0
Korobko V.,Slozka V.,0.4811,0
Kyi Y.,Hrymovskyi O.,0.375,1
Stejskal T.,Barsa T.,0.3536,1
Tsoi K.,Stukalov V.,0.4164,1
Aristarkhov S.,Arzanov D.,0.3275,1
Sklyarenko A.,Mishchenko V.,0.5465,0
Zholubak R.,Chornobab V.,0.4296,1
Pashkevich R.,Mischenko S.,0.4157,1
Plakhtyi B.,Dopilko O.,0.5459,1
Blazek J.,Lukes T.,0.6039,0
Chelpanov S.,Dukhovenko O.,0.7262,1
Kolos Y.,Tsolik P.,0.4335,1
Skripnik S.,Chernyshov D.,0.3384,0
Honchar Y.,Yurchenko K.,0.2358,0
Burenok D.,Bambuleac C.,0.5154,1
Fiser P.,Plyska O.,0.4518,0
Krupii O.,Senyk M.,0.5,0
Huchok A.,Okopnyi V.,0.32,0
Tkachov S.,Babenko P.,0.4043,1
Kurylenko O.,Aristarkhov S.,0.4904,1
Ivchuk O.,Sklyarenko A.,0.4878,1
Chornobab V.,Bochkovskyi V.,0.3742,1
Kilian V.,Sprongl J.,0.5541,1
Dudka A.,Plakhtyi B.,0.4562,0
Pashkevich R.,Burenok D.,0.5086,1
Korobko V.,Kolos Y.,0.6795,1
Kyi Y.,Dukhovenko O.,0.4197,0
Prilepa D.,Lushchyk A.,0.5054,1
Skripnik S.,Mrykh M.,0.4643,1
Honchar Y.,Zholubak R.,0.5351,1
Fiser P.,Sprongl J.,0.5538,1
Senyk M.,Dubyna I.,0.4541,0
Mischenko S.,Bambuleac C.,0.5986,0
Babenko P.,Hrymovskyi O.,0.5512,1
Okopnyi V.,Slozka V.,0.3476,0
Arzanov D.,Miroshnychenko S.,0.5437,1
Mishchenko V.,Chernyshov D.,0.3412,0
Bochkovskyi V.,Yurchenko K.,0.2828,0
Kilian V.,Plyska O.,0.4516,1
Krupii O.,Dopilko O.,0.4979,1
Burenok D.,Pashkevich R.,0.4464,1
Kurylenko O.,Prilepa D.,0.4141,0
Ivchuk O.,Skripnik S.,0.5172,1
Chornobab V.,Honchar Y.,0.4906,1
Fiser P.,Kilian V.,0.4541,1
Dudka A.,Senyk M.,0.4999,1
Bambuleac C.,Mischenko S.,0.4553,0
Korobko V.,Okopnyi V.,0.6224,0
Kyi Y.,Babenko P.,0.3439,1
Aristarkhov S.,Miroshnychenko S.,0.424,1
Sklyarenko A.,Chernyshov D.,0.3036,1
Sprongl J.,Plyska O.,0.3642,1
Krupii O.,Plakhtyi B.,0.413,0
Tkachov S.,Dukhovenko O.,0.4791,0
Rotari A.,Iurcenco I.,0.519,1
Lushchyk A.,Arzanov D.,0.4117,1
Mrykh M.,Mishchenko V.,0.4925,1
Dubyna I.,Dopilko O.,0.6309,1
Kilian V.,Fiser P.,0.4958,0
Chelpanov S.,Hrymovskyi O.,0.769,1
Slozka V.,Tsolik P.,0.7329,1
Mihalachi I.,Butnaru D.,0.5191,1
Dudka A.,Krupii O.,0.5439,0
Plyska O.,Sprongl J.,0.58,1
Kyi Y.,Tkachov S.,0.4536,1
Korobko V.,Huchok A.,0.7672,0
Rotari A.,Butnaru D.,0.5629,1
Motycka O.,Hajek M.,0.656,1
Senyk M.,Dopilko O.,0.54,1
Chelpanov S.,Babenko P.,0.7301,0
Mihalachi I.,Iurcenco I.,0.5631,0
Dlask M.,Provaznik L.,0.5166,1
Plakhtyi B.,Dubyna I.,0.5,0
Dukhovenko O.,Hrymovskyi O.,0.5828,1
Kolos Y.,Slozka V.,0.2357,1
Rotari A.,Mihalachi I.,0.5458,1
Motycka O.,Provaznik L.,0.5943,1
Kyi Y.,Chelpanov S.,0.2379,0
Butnaru D.,Iurcenco I.,0.4541,0
Dlask M.,Hajek M.,0.6536,1
Tkachov S.,Hrymovskyi O.,0.5126,1
Pesternikov D.,Bindas O.,0.3198,1
Butnaru D.,Mihalachi I.,0.4427,1
Motycka O.,Dlask M.,0.537,0
Babenko P.,Dukhovenko O.,0.504,0
Lyevshyn V.,Pavlyuk O.,0.6811,0
Iurcenco I.,Rotari A.,0.4428,0
Provaznik L.,Hajek M.,0.5937,1
Danyliuk N.,Bindas O.,0.4618,1
Gomilko O.,Buberenko A.,0.6422,1
Dlask M.,Motycka O.,0.5124,1
Lykhytskyi O.,Levyn S.,0.5263,1
Pesternikov D.,Lyevshyn V.,0.4293,0
Rehotun D.,Evtodiy V.,0.558,1
Hajek M.,Provaznik L.,0.3707,1
Chepurnyi A.,Kovalchuk O.,0.5988,1
Danyliuk N.,Pavlyuk O.,0.6622,1
Solomko R.,Lazuryk D.,0.4452,1
Mishchenko O.,Kurischenko Y.,0.4652,1
Lyevshyn V.,Bindas O.,0.4898,1
Gomilko O.,Evtodiy V.,0.5411,0
Lykhytskyi O.,Kovalchuk O.,0.571,0
Pesternikov D.,Pavlyuk O.,0.5514,0
Lazuryk D.,Buberenko A.,0.6808,0
Kurischenko Y.,Levyn S.,0.5981,0
Danyliuk N.,Lyevshyn V.,0.5136,0
Rehotun D.,Solomko R.,0.5514,0
Chepurnyi A.,Mishchenko O.,0.5218,1
Pavlyuk O.,Bindas O.,0.3788,0
Gomilko O.,Lazuryk D.,0.4963,0
Lykhytskyi O.,Kurischenko Y.,0.4719,0
Danyliuk N.,Pesternikov D.,0.6453,1
Solomko R.,Evtodiy V.,0.5477,1
Mishchenko O.,Kovalchuk O.,0.5666,1
Pavlyuk O.,Pesternikov D.,0.4981,1
Rehotun D.,Buberenko A.,0.6728,0
Chepurnyi A.,Levyn S.,0.6272,1
Lyevshyn V.,Danyliuk N.,0.5174,1
Gomilko O.,Solomko R.,0.4012,0
Lykhytskyi O.,Mishchenko O.,0.4112,0
Rehotun D.,Lazuryk D.,0.4998,1
Chepurnyi A.,Kurischenko Y.,0.5805,0
Evtodiy V.,Buberenko A.,0.5791,0
Kovalchuk O.,Levyn S.,0.4945,1
Gomilko O.,Rehotun D.,0.4103,0
Lykhytskyi O.,Chepurnyi A.,0.3589,0
Solomko R.,Buberenko A.,0.6557,0
Mishchenko O.,Levyn S.,0.6397,0
Boklah R.,Lyman O.,0.4497,0
Lazuryk D.,Evtodiy V.,0.5422,1
Plakhtyi B.,Dubyna I.,0.4541,1
Kurischenko Y.,Kovalchuk O.,0.5911,0
Okopnyi V.,Slozka V.,0.3655,0
Vasylets A.,Ziakun V.,0.6734,0
Dudka A.,Kulbach O.,0.477,0
Tebenko Y.,Kolos Y.,0.5258,1
Maliuk S.,Lyman O.,0.6125,0
Chornobab V.,Zholubak R.,0.591,0
Krupii O.,Senyk M.,0.5058,0
Titov A.,Bulat P.,0.3667,0
Korobko V.,Huchok A.,0.713,1
Boklah R.,Vasylets A.,0.2017,0
Honchar Y.,Bochkovskyi V.,0.4285,1
Plakhtyi B.,Kulbach O.,0.5638,1
Stracar P.,Varga K.,0.529,1
Danilov O.,Cioclea I.,0.5679,0
Okopnyi V.,Kolos Y.,0.5899,0
Maliuk S.,Ziakun V.,0.4532,1
Sokolovskyi S.,Yurchenko K.,0.5271,1
Schmidtmayer F.,Pavelka J.,0.5487,1
Pisceanschi V.,Cioclea I.,0.518,0
Senyk M.,Dubyna I.,0.4194,0
Huchok A.,Slozka V.,0.1896,0
Zelman D.,Kleman M.,0.584,1
Vasylets A.,Lyman O.,0.7176,0
Chornobab V.,Bochkovskyi V.,0.4647,1
Sprongl J.,Cuba M.,0.3489,0
Dudka A.,Krupii O.,0.4952,0
Titov A.,Cioclea I.,0.4978,1
Tokar M.,Stehlik E.,0.404,1
Tebenko Y.,Korobko V.,0.417,0
Boklah R.,Ziakun V.,0.3023,0
Yurchenko K.,Zholubak R.,0.7933,0
Schmidtmayer F.,Cuba M.,0.4007,0
Cioclea I.,Bulat P.,0.3176,0
Plakhtyi B.,Senyk M.,0.6224,0
Stracar P.,Kleman M.,0.588,0
Okopnyi V.,Huchok A.,0.6666,0
Maliuk S.,Vasylets A.,0.3852,0
Honchar Y.,Sokolovskyi S.,0.1957,0
Sprongl J.,Pavelka J.,0.503,1
Danilov O.,Pisceanschi V.,0.5218,0
Krupii O.,Kulbach O.,0.4807,1
Stehlik E.,Varga K.,0.4507,1
Korobko V.,Kolos Y.,0.6413,1
Ziakun V.,Lyman O.,0.5603,1
Chornobab V.,Yurchenko K.,0.2789,0
Schmidtmayer F.,Sprongl J.,0.546,1
Dudka A.,Dubyna I.,0.3372,0
Titov A.,Cioclea I.,0.5584,0
Zelman D.,Tokar M.,0.6885,0
Tebenko Y.,Slozka V.,0.2925,0
Maliuk S.,Boklah R.,0.6974,0
Sokolovskyi S.,Bochkovskyi V.,0.8131,1
Cuba M.,Pavelka J.,0.7171,1
Pisceanschi V.,Cioclea I.,0.5064,0
Plakhtyi B.,Krupii O.,0.5705,1
Stracar P.,Stehlik E.,0.569,0
Okopnyi V.,Korobko V.,0.3489,1
Honchar Y.,Zholubak R.,0.5081,0
Vasylets A.,Boklah R.,0.7885,0
Danilov O.,Bulat P.,0.2976,0
Dudka A.,Senyk M.,0.4078,0
Tokar M.,Kleman M.,0.4299,1
Pavelka J.,Sprongl J.,0.4592,0
Tebenko Y.,Huchok A.,0.6136,0
Lyman O.,Ziakun V.,0.4002,1
Chornobab V.,Sokolovskyi S.,0.1824,0
Kulbach O.,Dubyna I.,0.3647,1
Titov A.,Pisceanschi V.,0.5241,0
Zelman D.,Varga K.,0.5988,0
Cuba M.,Schmidtmayer F.,0.6269,0
Kolos Y.,Slozka V.,0.2505,0
Dovzhenko S.,Melnykov V.,0.4005,1
Honchar Y.,Yurchenko K.,0.2377,0
Kuzmenko D.,Syksa A.,0.4251,1
Vesely F.,Bruk M.,0.5106,1
Danilov O.,Cioclea I.,0.4434,0
Plakhtyi B.,Dudka A.,0.6895,0
Stracar P.,Tokar M.,0.5527,0
Okopnyi V.,Tebenko Y.,0.5542,0
Panchenko B.,Zaitsev O.,0.5043,0
Bochkovskyi V.,Zholubak R.,0.4798,0
Burdelnyi S.,Solomko S.,0.326,0
Abraham P.,Remunda S.,0.6305,1
Cioclea I.,Bulat P.,0.341,0
Krupii O.,Dubyna I.,0.4007,0
Pomin R.,Kondratenko V.,0.5813,1
Zelman D.,Stehlik E.,0.5451,0
Korobko V.,Slozka V.,0.3662,1
Tatarnykov V.,Arzanov D.,0.4407,1
Chornobab V.,Honchar Y.,0.5307,0
Osadchiy O.,Kovshun Y.,0.2784,0
Novikov V.,Dekhtiarenko A.,0.6014,1
Vesely F.,Remunda S.,0.6116,1
Kleman M.,Varga K.,0.482,0
Senyk M.,Kulbach O.,0.5215,1
Titov A.,Danilov O.,0.537,1
Huchok A.,Kolos Y.,0.4505,0
Kuzmenko D.,Zaitsev O.,0.4997,0
Dovzhenko S.,Solomko S.,0.4333,1
Sokolovskyi S.,Zholubak R.,0.8028,1
Bereza V.,Populovskyi E.,0.3423,1
Abraham P.,Bruk M.,0.608,0
Pisceanschi V.,Bulat P.,0.2957,0
Stracar P.,Zelman D.,0.4715,0
Pavlyuk O.,Lyevshyn V.,0.3095,0
Arzanov D.,Syksa A.,0.5556,1
Kovshun Y.,Melnykov V.,0.4833,0
Yurchenko K.,Bochkovskyi V.,0.7727,0
Pomin R.,Dekhtiarenko A.,0.4846,1
Vesely F.,Abraham P.,0.4918,1
Cioclea I.,Cioclea I.,0.5,0
Tokar M.,Varga K.,0.4672,0
Kravets Y.,Bindas O.,0.3394,0
Panchenko B.,Tatarnykov V.,0.3897,0
Burdelnyi S.,Osadchiy O.,0.5893,1
Gomilko O.,Lazuryk D.,0.416,0
Populovskyi E.,Kondratenko V.,0.6112,0
Remunda S.,Bruk M.,0.3977,0
Dubrovin V.,Harea V.,0.5959,0
Stehlik E.,Kleman M.,0.5647,1
Kistechko M.,Danyliuk N.,0.3623,0
Kuzmenko D.,Arzanov D.,0.3806,1
Buberenko A.,Solomko R.,0.4006,0
Dovzhenko S.,Kovshun Y.,0.5194,0
Novikov V.,Bereza V.,0.7428,1
Remunda S.,Abraham P.,0.3522,0
Lykhytskyi O.,Kurischenko Y.,0.395,1
Pavlyuk O.,Bindas O.,0.3404,0
Mul S.,Danilov I.,0.6408,1
Tatarnykov V.,Zaitsev O.,0.5645,0
Osadchiy O.,Solomko S.,0.2353,0
Pomin R.,Populovskyi E.,0.5591,0
Bruk M.,Vesely F.,0.4496,0
Dubrovin V.,Danilov I.,0.4298,0
Chepurnyi A.,Kovalchuk O.,0.6075,0
Danyliuk N.,Lyevshyn V.,0.4409,0
Panchenko B.,Syksa A.,0.4385,0
Burdelnyi S.,Melnykov V.,0.3156,1
Gomilko O.,Buberenko A.,0.4742,1
Bereza V.,Dekhtiarenko A.,0.3882,0
Evtodiy V.,Lazuryk D.,0.3978,0
Brichacek D.,Barsa T.,0.3724,0
Mul S.,Harea V.,0.7618,1
Kravets Y.,Kistechko M.,0.4725,0
Levyn S.,Mishchenko O.,0.4162,1
Kuzmenko D.,Tatarnykov V.,0.4436,0
Dovzhenko S.,Osadchiy O.,0.744,1
Novikov V.,Kondratenko V.,0.7383,0
Stoces L.,Horak D.,0.4798,0
Dubrovin V.,Mul S.,0.2465,0
Lykhytskyi O.,Kovalchuk O.,0.4314,1
Pavlyuk O.,Danyliuk N.,0.3406,0
Panchenko B.,Arzanov D.,0.3541,1
Buberenko A.,Lazuryk D.,0.3637,1
Burdelnyi S.,Kovshun Y.,0.3778,1
Pomin R.,Bereza V.,0.6345,1
Brichacek D.,Horak D.,0.3088,0
Danilov I.,Harea V.,0.6398,1
Kistechko M.,Bindas O.,0.3415,0
Mishchenko O.,Kurischenko Y.,0.5091,1
Gomilko O.,Solomko R.,0.3643,1
Zaitsev O.,Syksa A.,0.5271,1
Solomko S.,Melnykov V.,0.5154,0
Novikov V.,Populovskyi E.,0.639,0
Stoces L.,Barsa T.,0.4724,1
Chepurnyi A.,Levyn S.,0.5921,1
Kravets Y.,Lyevshyn V.,0.2289,1
Harea V.,Dubrovin V.,0.4615,0
Kuzmenko D.,Panchenko B.,0.5353,1
Buberenko A.,Evtodiy V.,0.5297,0
Dovzhenko S.,Burdelnyi S.,0.5787,1
Evtodiy V.,Solomko R.,0.3931,1
Dekhtiarenko A.,Kondratenko V.,0.5676,0
Brichacek D.,Stoces L.,0.3313,1
Danilov I.,Mul S.,0.3419,0
Lykhytskyi O.,Mishchenko O.,0.4438,0
Pavlyuk O.,Kistechko M.,0.4676,0
Tatarnykov V.,Syksa A.,0.5815,0
Osadchiy O.,Melnykov V.,0.2066,0
Pomin R.,Novikov V.,0.4124,0
Horak D.,Barsa T.,0.5747,1
Kravets Y.,Danyliuk N.,0.3241,0
Levyn S.,Kovalchuk O.,0.4676,0
Arzanov D.,Zaitsev O.,0.4695,1
Ungurean M.,Lipkan D.,0.5824,0
Kovshun Y.,Solomko S.,0.4739,1
Bereza V.,Kondratenko V.,0.3781,0
Barsa T.,Stoces L.,0.4903,0
Gomilko O.,Evtodiy V.,0.5,1
Bindas O.,Lyevshyn V.,0.4828,0
Chepurnyi A.,Kurischenko Y.,0.6109,1
Populovskyi E.,Dekhtiarenko A.,0.536,1
Solomko R.,Evtodiy V.,0.5752,1
Horak D.,Brichacek D.,0.7057,1
Lykhytskyi O.,Levyn S.,0.5169,0
Pavlyuk O.,Kravets Y.,0.4807,0
Ungurean M.,Virlan A.,0.6308,1
Solomko R.,Lazuryk D.,0.5136,0
Lazuryk D.,Gomilko O.,0.559,0
Hruska J.,Moulis P.,0.409,1
Chepurnyi A.,Mishchenko O.,0.5557,1
Kistechko M.,Lyevshyn V.,0.2986,0
Shkepu S.,Lipkan D.,0.3438,1
Gomilko O.,Buberenko A.,0.5946,1
Cermak J.,Sersen M.,0.4966,1
Danyliuk N.,Bindas O.,0.5056,0
Kovalchuk O.,Kurischenko Y.,0.5538,0
Ungurean M.,Shkepu S.,0.6708,0
Evtodiy V.,Lazuryk D.,0.4022,0
Hruska J.,Sersen M.,0.5047,1
Lykhytskyi O.,Chepurnyi A.,0.3122,0
Virlan A.,Lipkan D.,0.4098,0
Cermak J.,Moulis P.,0.5007,1
Levyn S.,Kurischenko Y.,0.4768,0
Sydorak N.,Smyrnov M.,0.3668,1
Hruska J.,Cermak J.,0.4616,0
Mishchenko O.,Kovalchuk O.,0.5436,1
Hovorunets O.,Shypilov A.,0.4841,1
Sersen M.,Moulis P.,0.458,0
Chaikovskyi B.,Kasianyk N.,0.4248,1
Kyilo V.,Horchakov V.,0.3674,0
Cermak J.,Hruska J.,0.5803,1
Kyi Y.,Chelpanov S.,0.2223,0
Sydorak N.,Shypilov A.,0.4017,1
Hryshchenko O.,Diachenko M.,0.5023,1
Moulis P.,Sersen M.,0.5835,1
Hrymovskyi O.,Babenko P.,0.3774,0
Kasianyk N.,Smyrnov M.,0.4664,1
Sokolov S.,Kulishov H.,0.7416,1
Tkachov S.,Dukhovenko O.,0.3916,0
Hovorunets O.,Chaikovskyi B.,0.6077,1
Kyilo V.,Diachenko M.,0.4117,1
Kyi Y.,Babenko P.,0.3776,1
Sydorak N.,Kasianyk N.,0.4586,1
Kulishov H.,Horchakov V.,0.3632,0
Dukhovenko O.,Chelpanov S.,0.3403,1
Chaikovskyi B.,Shypilov A.,0.4321,0
Hryshchenko O.,Sokolov S.,0.3279,1
Hrymovskyi O.,Tkachov S.,0.4434,1
Hovorunets O.,Smyrnov M.,0.5945,1
Kyilo V.,Kulishov H.,0.5144,0
Kyi Y.,Dukhovenko O.,0.3365,1
Sydorak N.,Chaikovskyi B.,0.5683,1
Sokolov S.,Diachenko M.,0.7099,0
Tkachov S.,Babenko P.,0.4013,1
Hovorunets O.,Kasianyk N.,0.6213,1
Hryshchenko O.,Horchakov V.,0.4819,0
Hrymovskyi O.,Chelpanov S.,0.2227,1
Shypilov A.,Smyrnov M.,0.5568,1
Kyilo V.,Sokolov S.,0.2692,1
Kyi Y.,Tkachov S.,0.5354,0
Sydorak N.,Hovorunets O.,0.3889,1
Hryshchenko O.,Kulishov H.,0.608,1
Hrymovskyi O.,Dukhovenko O.,0.3622,1
Chaikovskyi B.,Smyrnov M.,0.4496,1
Diachenko M.,Horchakov V.,0.3881,0
Babenko P.,Chelpanov S.,0.3112,1
Kasianyk N.,Shypilov A.,0.4152,0
Kyilo V.,Hryshchenko O.,0.3756,0
Kyi Y.,Hrymovskyi O.,0.4788,0
Sokolov S.,Horchakov V.,0.4929,0
Tkachov S.,Chelpanov S.,0.3211,0
Kuzmenko D.,Ziakun O.,0.5388,1
Kulishov H.,Diachenko M.,0.4417,1
Bihun R.,Bahrii O.,0.4221,0
Dukhovenko O.,Babenko P.,0.538,0
Tupyk M.,Syksa A.,0.6693,1
Gil O.,Tkachenko K.,0.4345,0
Bereza V.,Populovskyi E.,0.2973,1
Tatarnykov V.,Ziakun O.,0.6077,0
Kalianov V.,Gudimenko E.,0.3705,0
Rotari A.,Danilov O.,0.6969,0
Dekhtiarenko A.,Kolesnykov V.,0.5516,0
Kuzmenko D.,Tupyk M.,0.3178,0
Kravnytskyi M.,Hel V.,0.5735,1
Voronenkov V.,Mishchenko V.,0.4988,1
Butnaru D.,Kalev L.,0.3546,0
Porhajas P.,Klucar T.,0.567,0
Levyn S.,Mishchenko O.,0.3889,0
Kondratenko V.,Skhabitskiy S.,0.6975,0
Tatarnykov V.,Syksa A.,0.5159,0
Bihun R.,Tkachenko K.,0.436,1
Efimenko I.,Ivanov V.,0.4119,0
Kucala V.,Sabuka D.,0.6095,0
Culak J.,Bosak D.,0.5263,0
Mihalachi I.,Iurcenco I.,0.4645,0
Hel V.,Bahrii O.,0.4219,0
Kovalchuk O.,Lykhytskyi O.,0.5501,0
Bereza V.,Kolesnykov V.,0.4232,0
Tupyk M.,Ziakun O.,0.738,0
Kalianov V.,Mishchenko V.,0.5048,0
Hala P.,Luder J.,0.6268,1
Pallya M.,Kubovsky M.,0.5762,0
Rotari A.,Kalev L.,0.4422,1
Gil O.,Kravnytskyi M.,0.3156,1
Kurischenko Y.,Chepurnyi A.,0.3672,0
Kuzmenko D.,Syksa A.,0.4774,1
Skhabitskiy S.,Populovskyi E.,0.3099,1
Ivanov V.,Gudimenko E.,0.4247,0
Kucala V.,Luder J.,0.6357,1
Iurcenco I.,Danilov O.,0.5979,0
Porhajas P.,Bosak D.,0.388,0
Bihun R.,Hel V.,0.5067,0
Levyn S.,Lykhytskyi O.,0.4798,0
Dekhtiarenko A.,Kondratenko V.,0.4837,0
Tatarnykov V.,Tupyk M.,0.3141,0
Voronenkov V.,Efimenko I.,0.5757,0
Hala P.,Sabuka D.,0.5793,1
Butnaru D.,Mihalachi I.,0.4988,1
Kubovsky M.,Klucar T.,0.5074,0
Chepurnyi A.,Mishchenko O.,0.5883,0
Kravnytskyi M.,Tkachenko K.,0.5814,1
Bereza V.,Skhabitskiy S.,0.4986,0
Syksa A.,Ziakun O.,0.5033,0
Kalianov V.,Ivanov V.,0.4066,1
Kucala V.,Hala P.,0.4726,0
Culak J.,Pallya M.,0.5754,1
Rotari A.,Iurcenco I.,0.5968,1
Gil O.,Bahrii O.,0.3572,1
Kovalchuk O.,Kurischenko Y.,0.4518,1
Kondratenko V.,Kolesnykov V.,0.5201,1
Tatarnykov V.,Kuzmenko D.,0.4526,1
Efimenko I.,Mishchenko V.,0.472,1
Luder J.,Sabuka D.,0.4192,0
Mihalachi I.,Kalev L.,0.3287,0
Porhajas P.,Kubovsky M.,0.5133,0
Bihun R.,Kravnytskyi M.,0.3662,0
Levyn S.,Chepurnyi A.,0.2825,0
Dekhtiarenko A.,Populovskyi E.,0.438,1
Voronenkov V.,Gudimenko E.,0.334,0
Ziakun O.,Tupyk M.,0.3255,0
Butnaru D.,Danilov O.,0.5152,0
Luder J.,Kucala V.,0.336,0
Pallya M.,Bosak D.,0.3678,0
Gil O.,Hel V.,0.477,1
Kurischenko Y.,Lykhytskyi O.,0.5007,1
Bereza V.,Kondratenko V.,0.326,0
Kalianov V.,Efimenko I.,0.4894,1
Syksa A.,Kuzmenko D.,0.4766,0
Culak J.,Klucar T.,0.6018,1
Rotari A.,Mihalachi I.,0.6947,1
Sabuka D.,Hala P.,0.3812,0
Kovalchuk O.,Mishchenko O.,0.3721,1
Tkachenko K.,Bahrii O.,0.4127,1
Dekhtiarenko A.,Skhabitskiy S.,0.5765,1
Lyman O.,Boklah R.,0.6133,1
Voronenkov V.,Ivanov V.,0.4544,0
Vesely F.,Cizek M.,0.5668,1
Butnaru D.,Iurcenco I.,0.4659,1
Porhajas P.,Pallya M.,0.4791,0
Bihun R.,Gil O.,0.4423,1
Levyn S.,Kurischenko Y.,0.4003,1
Kolesnykov V.,Populovskyi E.,0.4822,1
Ziakun V.,Torhachov I.,0.658,0
Mishchenko V.,Gudimenko E.,0.3036,0
Herink J.,Abraham P.,0.5595,1
Culak J.,Kubovsky M.,0.6339,0
Kalev L.,Danilov O.,0.6367,1
Kovalchuk O.,Chepurnyi A.,0.3544,0
Kravnytskyi M.,Bahrii O.,0.5758,0
Bereza V.,Dekhtiarenko A.,0.3462,0
Vasylets A.,Priadko S.,0.4981,1
Kalianov V.,Voronenkov V.,0.5501,0
Vesely F.,Abraham P.,0.5826,1
Bosak D.,Klucar T.,0.6538,1
Rotari A.,Butnaru D.,0.6536,0
Hel V.,Tkachenko K.,0.4724,0
Lykhytskyi O.,Mishchenko O.,0.375,0
Kondratenko V.,Populovskyi E.,0.5845,1
Lyman O.,Torhachov I.,0.6037,0
Efimenko I.,Gudimenko E.,0.2895,1
Herink J.,Cizek M.,0.6216,1
Kodola V.,Loboda M.,0.3731,0
Mihalachi I.,Danilov O.,0.4345,0
Porhajas P.,Culak J.,0.3415,0
Hot S.,Beniak P.,0.4207,1
Levyn S.,Kovalchuk O.,0.4352,0
Priadko S.,Boklah R.,0.7334,1
Skhabitskiy S.,Kolesnykov V.,0.3887,1
Ivanov V.,Mishchenko V.,0.584,0
Vesely F.,Herink J.,0.4848,0
Iurcenco I.,Kalev L.,0.3276,0
Pallya M.,Klucar T.,0.5275,0
Shpak A.,Mykhailovsky K.,0.3178,0
Kurischenko Y.,Mishchenko O.,0.3767,0
Moriak A.,Shyshkin M.,0.6462,1
Ziakun V.,Vasylets A.,0.3556,1
Horchakov V.,Kulishov H.,0.6944,1
Abraham P.,Cizek M.,0.522,0
Kubovsky M.,Bosak D.,0.3607,0
Potapov M.,Mazur R.,0.6445,0
Romanenko I.,Lipkan D.,0.3657,1
Chepurnyi A.,Lykhytskyi O.,0.7217,1
Mikhailovskiy Y.,Moshovkyi V.,0.6275,1
Lyman O.,Priadko S.,0.3616,1
Kyilo V.,Diachenko M.,0.4686,1
Kodola V.,Mykhailovsky K.,0.2873,0
Shkepu S.,Semipeadnii V.,0.5778,0
Herink J.,Vesely F.,0.5595,1
Hot S.,Shyshkin M.,0.5699,1
Kyi Y.,Hrymovskyi O.,0.4351,1
Vasylets A.,Torhachov I.,0.685,1
Sokolov S.,Hryshchenko O.,0.5153,1
Mazur R.,Loboda M.,0.3294,1
Romanenko I.,Semipeadnii V.,0.5325,1
Chelpanov S.,Babenko P.,0.6227,1
Cizek M.,Abraham P.,0.5261,0
