player1,player2,win_probability_p1,actual_outcome
Moshovkyi V.,Beniak P.,0.4843,0
Ziakun V.,Boklah R.,0.6819,1
Horchakov V.,Diachenko M.,0.7203,1
Shkepu S.,Lipkan D.,0.4143,1
Shpak A.,Potapov M.,0.4316,0
Moriak A.,Mikhailovskiy Y.,0.4375,1
Tkachov S.,Dukhovenko O.,0.4206,1
Lyman O.,Vasylets A.,0.3732,1
Hryshchenko O.,Kulishov H.,0.6264,1
Kodola V.,Mazur R.,0.4696,0
Romanenko I.,Shkepu S.,0.5018,1
Hot S.,Moshovkyi V.,0.5312,0
Kyi Y.,Babenko P.,0.4312,0
Ziakun V.,Priadko S.,0.4573,1
Kyilo V.,Sokolov S.,0.3319,0
Potapov M.,Mykhailovsky K.,0.3591,1
Semipeadnii V.,Lipkan D.,0.3952,0
Dukhovenko O.,Hrymovskyi O.,0.5352,1
Mikhailovskiy Y.,Shyshkin M.,0.723,0
Torhachov I.,Boklah R.,0.585,0
Horchakov V.,Hryshchenko O.,0.5985,0
Shpak A.,Loboda M.,0.3579,1
Chelpanov S.,Tkachov S.,0.6963,0
Moriak A.,Beniak P.,0.5889,1
Lyman O.,Ziakun V.,0.4635,0
Sokolov S.,Diachenko M.,0.7072,0
Kodola V.,Potapov M.,0.3453,0
Lipkan D.,Shkepu S.,0.5732,1
Hot S.,Mikhailovskiy Y.,0.3813,0
Kyi Y.,Dukhovenko O.,0.4112,0
Vasylets A.,Boklah R.,0.7336,0
Kyilo V.,Kulishov H.,0.5162,0
Shpak A.,Mazur R.,0.4777,0
Moriak A.,Moshovkyi V.,0.6407,1
Semipeadnii V.,Romanenko I.,0.3854,1
Tkachov S.,Babenko P.,0.4648,0
Priadko S.,Torhachov I.,0.6716,1
Horchakov V.,Sokolov S.,0.5467,1
Cucerovschii S.,Ungurean M.,0.4301,0
Mykhailovsky K.,Loboda M.,0.6056,1
Chelpanov S.,Hrymovskyi O.,0.6945,0
Shyshkin M.,Beniak P.,0.414,1
Kyilo V.,Hryshchenko O.,0.3111,1
Virlan A.,Dobrzhinsky O.,0.5301,1
Kodola V.,Shpak A.,0.4548,0
Hot S.,Moriak A.,0.3131,0
Kyi Y.,Tkachov S.,0.4292,1
Cucerovschii S.,Dobrzhinsky O.,0.6154,1
Diachenko M.,Kulishov H.,0.5099,1
Karpisek O.,Plyska O.,0.5159,1
Potapov M.,Loboda M.,0.5553,0
Chelpanov S.,Dukhovenko O.,0.5758,1
Mikhailovskiy Y.,Beniak P.,0.6281,1
Virlan A.,Ungurean M.,0.3506,1
Horchakov V.,Kyilo V.,0.7171,1
Sprongl J.,Cermak J.,0.3436,0
Mazur R.,Mykhailovsky K.,0.3379,0
Babenko P.,Hrymovskyi O.,0.5858,1
Moshovkyi V.,Shyshkin M.,0.5264,1
Cucerovschii S.,Virlan A.,0.5319,0
Sokolov S.,Kulishov H.,0.661,0
Karpisek O.,Cermak J.,0.4729,1
Kyi Y.,Chelpanov S.,0.3124,1
Dobrzhinsky O.,Ungurean M.,0.2971,1
Hryshchenko O.,Diachenko M.,0.6018,1
Sprongl J.,Plyska O.,0.3957,0
Tkachov S.,Hrymovskyi O.,0.5014,1
Rak S.,Torba R.,0.6732,1
Dobrzhinsky O.,Cucerovschii S.,0.4051,1
Karpisek O.,Sprongl J.,0.6975,1
Dukhovenko O.,Babenko P.,0.44,0
Boiko V.,Sydorak N.,0.6648,1
Ungurean M.,Virlan A.,0.5373,1
Cermak J.,Plyska O.,0.5449,1
Nikolenko S.,Torba R.,0.3623,0
Kuprykov S.,Kovalchuk K.,0.5099,1
Plyska O.,Sprongl J.,0.6321,0
Lazuryk D.,Buberenko A.,0.6371,1
Rak S.,Boiko V.,0.6695,1
Kim D.,Mytsyk A.,0.4726,0
Cermak J.,Karpisek O.,0.4856,0
Nikolenko S.,Sydorak N.,0.5097,1
Rehotun D.,Evtodiy V.,0.6504,0
Onykyienko V.,Hainiuk V.,0.3643,1
Boiko V.,Torba R.,0.5024,1
Isakov V.,Karchevsky T.,0.4513,0
Kuprykov S.,Mytsyk A.,0.6064,1
Lazuryk D.,Evtodiy V.,0.6205,0
Rak S.,Sydorak N.,0.841,1
Hainiuk V.,Kovalchuk K.,0.4598,1
Karchevsky T.,Buberenko A.,0.6301,1
Nikolenko S.,Boiko V.,0.3296,1
Kim D.,Onykyienko V.,0.4969,1
Rehotun D.,Isakov V.,0.6024,0
Sydorak N.,Torba R.,0.3174,0
Kuprykov S.,Hainiuk V.,0.5876,1
Lazuryk D.,Karchevsky T.,0.4954,1
Nikolenko S.,Rak S.,0.2056,0
Onykyienko V.,Mytsyk A.,0.4276,1
Isakov V.,Evtodiy V.,0.4906,0
Kim D.,Kovalchuk K.,0.4246,0
Rehotun D.,Buberenko A.,0.6326,1
Kuprykov S.,Onykyienko V.,0.6984,0
Lazuryk D.,Isakov V.,0.6187,1
Kim D.,Hainiuk V.,0.4148,1
Rehotun D.,Karchevsky T.,0.5088,0
Mytsyk A.,Kovalchuk K.,0.4088,1
Evtodiy V.,Buberenko A.,0.6331,0
Kuprykov S.,Kim D.,0.6488,0
Lazuryk D.,Rehotun D.,0.5735,1
Onykyienko V.,Kovalchuk K.,0.4472,0
Isakov V.,Buberenko A.,0.535,0
Arzanov D.,Panchenko B.,0.6333,1
Hainiuk V.,Mytsyk A.,0.509,0
Kodola V.,Mazur R.,0.3851,0
Karchevsky T.,Evtodiy V.,0.5765,1
Moriak A.,Beniak P.,0.6923,1
Lushchyk A.,Kurylenko O.,0.5813,1
Shpak A.,Loboda M.,0.4056,1
Mikhailovskiy Y.,Hot S.,0.6793,0
Kuzmenko D.,Panchenko B.,0.6201,1
Kovalenko I.,Tymchenko V.,0.389,1
Mykhailovsky K.,Potapov M.,0.6264,0
Zaporojan V.,Melnic F.,0.4596,1
Tkachenko K.,Shyshkin M.,0.6161,0
Arzanov D.,Lushchyk A.,0.4935,0
Yaremenko R.,Peltek V.,0.5993,1
Kodola V.,Loboda M.,0.3335,0
Mokryak I.,Mutu V.,0.4684,0
Remen M.,Martinka S.,0.4687,1
Hrosov D.,Kovalev Y.,0.521,0
Moriak A.,Hot S.,0.6969,0
Kuzmenko D.,Kurylenko O.,0.5829,0
Reva V.,Tolstykh R.,0.3637,0
Doubek K.,Ivanco F.,0.5525,1
Potapov M.,Mazur R.,0.5805,1
Chumak V.,Voloshko V.,0.5834,0
Rotaru S.,Gribkov D.,0.505,1
Shyshkin M.,Beniak P.,0.505,1
Lushchyk A.,Panchenko B.,0.7044,1
Malecek O.,Adam L.,0.7459,0
Kovalenko I.,Peltek V.,0.5913,0
Shpak A.,Mykhailovsky K.,0.3337,0
Sochor A.,Jaros A.,0.5348,1
Valuch Jr. R.,Pavolka J.,0.626,0
Zaporojan V.,Mutu V.,0.4862,1
Khoroshun O.,Sotnikov E.,0.5892,1
Mikhailovskiy Y.,Tkachenko K.,0.5809,0
Arzanov D.,Kurylenko O.,0.5642,1
Tolstykh R.,Tymchenko V.,0.4324,1
Gribkov D.,Melnic F.,0.4598,1
Kodola V.,Potapov M.,0.2547,1
Remen M.,Ivanco F.,0.6032,1
Hrosov D.,Voloshko V.,0.4933,0
Malecek O.,Jaros A.,0.672,0
Moriak A.,Shyshkin M.,0.6648,0
Kuzmenko D.,Lushchyk A.,0.4012,0
Yaremenko R.,Reva V.,0.715,1
Mokryak I.,Rotaru S.,0.4383,0
Mykhailovsky K.,Loboda M.,0.6291,1
Pavolka J.,Martinka S.,0.515,1
Sochor A.,Adam L.,0.5977,0
Sotnikov E.,Kovalev Y.,0.3975,0
Tkachenko K.,Hot S.,0.5381,0
Kurylenko O.,Panchenko B.,0.593,1
Kovalenko I.,Tolstykh R.,0.4581,1
Malecek O.,Sochor A.,0.5969,0
Doubek K.,Valuch Jr. R.,0.4213,0
Shpak A.,Mazur R.,0.4838,0
Zaporojan V.,Gribkov D.,0.5482,1
Chumak V.,Khoroshun O.,0.4861,0
Mikhailovskiy Y.,Beniak P.,0.6403,0
Kuzmenko D.,Arzanov D.,0.4274,0
Reva V.,Peltek V.,0.3703,0
Jaros A.,Adam L.,0.5246,1
Remen M.,Pavolka J.,0.4985,1
Rotaru S.,Mutu V.,0.531,1
Hrosov D.,Sotnikov E.,0.5721,1
Kodola V.,Mykhailovsky K.,0.2185,0
Moriak A.,Tkachenko K.,0.5986,1
Kurylenko O.,Kuzmenko D.,0.5068,0
Yaremenko R.,Tymchenko V.,0.5278,1
Mokryak I.,Melnic F.,0.4532,0
Valuch Jr. R.,Ivanco F.,0.6993,0
Khoroshun O.,Voloshko V.,0.5439,1
Mikhailovskiy Y.,Shyshkin M.,0.5334,1
Shpak A.,Potapov M.,0.3785,0
Sochor A.,Malecek O.,0.4569,1
Kovalenko I.,Reva V.,0.7007,1
Lushchyk A.,Arzanov D.,0.5442,0
Doubek K.,Martinka S.,0.5097,0
Loboda M.,Mazur R.,0.5159,0
Zaporojan V.,Rotaru S.,0.5016,1
Adam L.,Jaros A.,0.432,1
Hot S.,Beniak P.,0.5727,1
Baday M.,Tupyk M.,0.5192,1
Chumak V.,Kovalev Y.,0.4695,0
Yaremenko R.,Tolstykh R.,0.5894,1
Brandtl A.,Ullman M.,0.375,1
Kodola V.,Shpak A.,0.4321,0
Mokryak I.,Gribkov D.,0.4437,0
Hrosov D.,Khoroshun O.,0.4038,1
Moriak A.,Mikhailovskiy Y.,0.573,0
Remen M.,Valuch Jr. R.,0.4856,1
Tveritinov R.,Prilepa D.,0.4127,1
Peltek V.,Tymchenko V.,0.4434,0
Krames J.,Liska T.,0.466,1
Mutu V.,Melnic F.,0.4819,0
Chumak V.,Sotnikov E.,0.6065,0
Doubek K.,Pavolka J.,0.4498,1
Tkachenko K.,Beniak P.,0.5627,0
Mykhailovsky K.,Mazur R.,0.6624,1
Sedin V.,Fedoryshyn I.,0.435,0
Kovalenko I.,Yaremenko R.,0.4134,0
Brandtl A.,Liska T.,0.4291,1
Ivanco F.,Martinka S.,0.4262,1
Potapov M.,Loboda M.,0.5876,0
Zaporojan V.,Mokryak I.,0.6812,1
Shyshkin M.,Hot S.,0.4377,0
Voloshko V.,Kovalev Y.,0.4418,0
Baday M.,Prilepa D.,0.6772,0
Reva V.,Tymchenko V.,0.2628,0
Krames J.,Ullman M.,0.5164,1
Remen M.,Doubek K.,0.5923,1
Rotaru S.,Melnic F.,0.511,1
Verbianyi V.,Pavlyuk O.,0.6934,1
Hrosov D.,Chumak V.,0.559,0
Pesternikov D.,Rak S.,0.1321,1
Fedoryshyn I.,Tupyk M.,0.5169,1
Tolstykh R.,Peltek V.,0.5393,1
Brandtl A.,Krames J.,0.4182,0
Gribkov D.,Mutu V.,0.5285,1
Lyevshyn V.,Danyliuk N.,0.5921,1
Valuch Jr. R.,Martinka S.,0.5744,0
Khoroshun O.,Kovalev Y.,0.4798,0
Kushnir V.,Yurchenko K.,0.3961,0
Hainiuk V.,Mytsyk A.,0.4622,0
Tveritinov R.,Sedin V.,0.4331,0
Liska T.,Ullman M.,0.4973,0
Bindas O.,Pavlyuk O.,0.7591,0
Pashkevich R.,Dobrzhinsky O.,0.6009,1
Pavolka J.,Ivanco F.,0.5356,0
Kravets Y.,Kistechko M.,0.4796,0
Sotnikov E.,Voloshko V.,0.4255,1
Baday M.,Fedoryshyn I.,0.4931,1
Kim D.,Kovalchuk K.,0.4486,0
Krames J.,Brandtl A.,0.6187,1
Burenok D.,Mischenko S.,0.4696,1
Verbianyi V.,Lyevshyn V.,0.377,1
Bielokon Y.,Husiev V.,0.4028,1
Pesternikov D.,Yurchenko K.,0.3081,0
Sedin V.,Prilepa D.,0.522,1
Onykyienko V.,Kuprykov S.,0.367,0
Ullman M.,Liska T.,0.5484,0
Bindas O.,Danyliuk N.,0.5248,0
Pashkevich R.,Mischenko S.,0.5152,0
Kistechko M.,Rak S.,0.1857,1
Scherbak A.,Melashenko O.,0.2139,0
Tveritinov R.,Tupyk M.,0.3512,1
Hainiuk V.,Kovalchuk K.,0.3872,0
Burenok D.,Dobrzhinsky O.,0.6386,1
Lyevshyn V.,Pavlyuk O.,0.7644,1
Kushnir V.,Kravets Y.,0.6023,1
Peretiatko A.,Grinenko K.,0.3683,1
Baday M.,Sedin V.,0.6008,1
Kuprykov S.,Mytsyk A.,0.5721,1
Pashkevich R.,Burenok D.,0.4565,1
Verbianyi V.,Danyliuk N.,0.5096,0
Bielokon Y.,Melashenko O.,0.3379,0
Pesternikov D.,Kistechko M.,0.4277,0
Tveritinov R.,Fedoryshyn I.,0.3437,0
Kim D.,Onykyienko V.,0.5388,1
Bindas O.,Lyevshyn V.,0.3897,1
Mischenko S.,Dobrzhinsky O.,0.6586,1
Grinenko K.,Husiev V.,0.5947,1
Kravets Y.,Yurchenko K.,0.2474,0
Prilepa D.,Tupyk M.,0.4399,1
Hainiuk V.,Kuprykov S.,0.3182,0
Danyliuk N.,Pavlyuk O.,0.7316,1
Kushnir V.,Rak S.,0.2501,1
Scherbak A.,Peretiatko A.,0.2774,1
Baday M.,Tveritinov R.,0.7197,1
Dobrzhinsky O.,Pashkevich R.,0.3338,1
Onykyienko V.,Kovalchuk K.,0.3355,0
Bindas O.,Verbianyi V.,0.5184,1
Bielokon Y.,Grinenko K.,0.3332,0
Pesternikov D.,Kravets Y.,0.5392,0
Mishchenko S.,Burenok D.,0.4678,1
Sedin V.,Tupyk M.,0.513,1
Kim D.,Mytsyk A.,0.4823,0
Kushnir V.,Kistechko M.,0.5348,0
Peretiatko A.,Melashenko O.,0.3502,0
Fedoryshyn I.,Prilepa D.,0.6162,0
Lyevshyn V.,Verbianyi V.,0.5954,1
Hainiuk V.,Onykyienko V.,0.5212,1
Nizioc I.,Dyrl V.,0.3821,1
Scherbak A.,Husiev V.,0.3377,0
Yurchenko K.,Rak S.,0.4101,1
Danyliuk N.,Bindas O.,0.509,0
Paniivan H.,Panteleev S.,0.5529,0
Kim D.,Kuprykov S.,0.3394,0
Bielokon Y.,Peretiatko A.,0.4561,1
Pesternikov D.,Kushnir V.,0.3568,0
Nizioc I.,Panteleev S.,0.5221,0
Kovalchuk K.,Mytsyk A.,0.5647,1
Rulc L.,Pfleger M.,0.6562,1
Kravets Y.,Rak S.,0.2044,1
Scherbak A.,Grinenko K.,0.2092,0
Paniivan H.,Dyrl V.,0.4176,0
Hainiuk V.,Kim D.,0.4843,1
Provaznik P.,Barsa T.,0.5263,1
Kistechko M.,Yurchenko K.,0.3525,0
Melashenko O.,Husiev V.,0.6544,0
Nizioc I.,Paniivan H.,0.5151,1
Onykyienko V.,Mytsyk A.,0.3648,1
Rulc L.,Barsa T.,0.5617,1
Bielokon Y.,Scherbak A.,0.6574,1
Panteleev S.,Dyrl V.,0.4202,0
Kuprykov S.,Kovalchuk K.,0.5349,1
Provaznik P.,Pfleger M.,0.691,0
Peretiatko A.,Husiev V.,0.4183,1
Yamchuk V.,Hovorunets O.,0.3052,0
Dyrl V.,Paniivan H.,0.6577,1
Rulc L.,Provaznik P.,0.5439,1
Grinenko K.,Melashenko O.,0.5131,1
Slozka V.,Tsolik P.,0.7413,1
Panteleev S.,Nizioc I.,0.4843,0
Barsa T.,Pfleger M.,0.5786,0
Huchok A.,Hovorunets O.,0.3716,0
Melnik V.,Masko Y.,0.4958,1
Yamchuk V.,Slozka V.,0.1406,0
Barsa T.,Provaznik P.,0.4363,0
Cherevko R.,Zemiantsev S.,0.2437,1
Huchok A.,Tsolik P.,0.4204,0
Pfleger M.,Rulc L.,0.331,0
Baranovskiy S.,Horbanenko O.,0.3764,1
Slozka V.,Hovorunets O.,0.6969,0
Kobets V.,Pereyaslavsky D.,0.4643,1
Melnik V.,Zemiantsev S.,0.3978,1
Yamchuk V.,Tsolik P.,0.3174,0
Kostiuk B.,Volkov P.,0.6265,0
Horbanenko O.,Masko Y.,0.4779,0
Huchok A.,Slozka V.,0.1909,0
Samofal Y.,Pereyaslavsky D.,0.6751,0
Cherevko R.,Baranovskiy S.,0.5234,0
Tsolik P.,Hovorunets O.,0.4174,0
Kobets V.,Kostiuk B.,0.3865,0
Huchok A.,Yamchuk V.,0.5776,1
Melnik V.,Horbanenko O.,0.6122,0
Samofal Y.,Volkov P.,0.5932,1
Baranovskiy S.,Zemiantsev S.,0.323,1
Hovorunets O.,Slozka V.,0.3695,1
Kostiuk B.,Pereyaslavsky D.,0.6138,0
Cherevko R.,Masko Y.,0.3883,0
Tsolik P.,Huchok A.,0.6023,0
Kobets V.,Volkov P.,0.4571,0
Melnik V.,Baranovskiy S.,0.5768,1
Samofal Y.,Kostiuk B.,0.5517,0
Cherevko R.,Horbanenko O.,0.4075,1
Volkov P.,Pereyaslavsky D.,0.5004,0
Zemiantsev S.,Masko Y.,0.547,1
Samofal Y.,Kobets V.,0.6641,1
Melnik V.,Cherevko R.,0.6397,1
Pereyaslavsky D.,Volkov P.,0.5456,1
Baranovskiy S.,Masko Y.,0.4264,0
Skrypnyk O.,Zhurba A.,0.2227,0
Kostiuk B.,Samofal Y.,0.4835,0
Hlaholev M.,Maslovskyi A.,0.4255,1
Horbanenko O.,Zemiantsev S.,0.3533,1
Kravets Y.,Rak S.,0.2561,1
Datsenko A.,Tur A.,0.3633,0
Hovorunets S.,Pyrtyk B.,0.6429,1
Kushnir V.,Pavlyuk O.,0.6833,0
Skrypnyk O.,Tur A.,0.5531,0
Khurtak E.,Butko V.,0.4964,1
Melnik O.,Nazar B.,0.7302,0
Mutu V.,Kalev L.,0.2965,1
Pesternikov D.,Kistechko M.,0.3436,1
Datsenko A.,Zhurba A.,0.0962,0
Buianover H.,Bohach S.,0.4913,1
Oanza M.,Rotaru S.,0.5337,1
Pupik M.,Machan R.,0.5956,0
Hlaholev M.,Pyrtyk B.,0.4882,1
Kravets Y.,Pavlyuk O.,0.5777,0
Sydorenko V.,Stepanchuk Y.,0.4171,0
Skrypnyk O.,Datsenko A.,0.6951,0
Lukianevych V.,Kovalev Y.,0.341,1
Ullman M.,Grubr V.,0.5041,1
Melnic F.,Stanciu D.,0.4232,1
Nazar B.,Maslovskyi A.,0.3254,1
Kistechko M.,Rak S.,0.3415,1
Tolstykh R.,Ryndia V.,0.4829,0
Stehlik M.,Zlamala M.,0.5591,1
Khurtak E.,Bohach S.,0.5299,0
Tur A.,Zhurba A.,0.1883,0
Chalupa J.,Rejent S.,0.604,1
Hovorunets S.,Melnik O.,0.6638,1
Mutu V.,Rotaru S.,0.4365,0
Veternik P.,Valuch R.,0.6655,0
Kushnir V.,Pesternikov D.,0.6163,0
Yaremenko R.,Pavlyuk R.,0.6422,1
Datsenko A.,Skrypnyk O.,0.3617,0
Kovalev Y.,Butko V.,0.5655,1
Ullman M.,Rejent S.,0.5116,1
Hlaholev M.,Nazar B.,0.6481,1
Pupik M.,Zlamala M.,0.6181,1
Stanciu D.,Kalev L.,0.4295,0
Kravets Y.,Kistechko M.,0.4101,0
Sydorenko V.,Ryndia V.,0.3985,0
Zhurba A.,Tur A.,0.8221,1
Buianover H.,Lukianevych V.,0.5881,1
Chalupa J.,Grubr V.,0.6728,1
Melnik O.,Pyrtyk B.,0.5178,1
Oanza M.,Melnic F.,0.5839,0
Valuch R.,Machan R.,0.4064,1
Pavlyuk R.,Stepanchuk Y.,0.4059,1
Pesternikov D.,Pavlyuk O.,0.5127,0
Zhurba A.,Datsenko A.,0.9073,1
Khurtak E.,Kovalev Y.,0.4328,1
Ullman M.,Chalupa J.,0.3794,0
Hovorunets S.,Maslovskyi A.,0.7036,1
Mutu V.,Stanciu D.,0.4202,0
Stehlik M.,Veternik P.,0.5056,0
Kushnir V.,Rak S.,0.3588,1
Lukianevych V.,Bohach S.,0.4069,0
Tolstykh R.,Yaremenko R.,0.341,0
Tur A.,Skrypnyk O.,0.4961,1
Rejent S.,Grubr V.,0.5307,0
Hlaholev M.,Melnik O.,0.5115,1
Melnic F.,Rotaru S.,0.4988,0
Pupik M.,Valuch R.,0.6242,0
Kravets Y.,Pesternikov D.,0.5172,0
Sydorenko V.,Pavlyuk R.,0.428,0
Zhurba A.,Skrypnyk O.,0.8442,0
Buianover H.,Butko V.,0.589,0
Hovorunets S.,Nazar B.,0.8122,1
Oanza M.,Kalev L.,0.4429,0
Veternik P.,Zlamala M.,0.6321,1
Kushnir V.,Kistechko M.,0.4691,0
Yaremenko R.,Ryndia V.,0.5991,0
Chalupa J.,Ullman M.,0.6529,1
Tur A.,Datsenko A.,0.689,1
Khurtak E.,Lukianevych V.,0.6179,1
Mutu V.,Melnic F.,0.402,0
Pyrtyk B.,Maslovskyi A.,0.4886,0
Stehlik M.,Machan R.,0.5256,1
Pavlyuk O.,Rak S.,0.3395,1
Tolstykh R.,Stepanchuk Y.,0.4313,0
Grubr V.,Rejent S.,0.5181,1
Syksa A.,Ziakun O.,0.4501,0
Buianover H.,Kovalev Y.,0.483,0
Cir L.,Pospisil A.,0.5502,1
Hlaholev M.,Hovorunets S.,0.3388,1
Oanza M.,Stanciu D.,0.5135,0
Pupik M.,Veternik P.,0.4746,0
Kravets Y.,Kushnir V.,0.4015,1
Sydorenko V.,Yaremenko R.,0.2832,0
Zaporozhets R.,Arzanov D.,0.3042,0
Bohach S.,Butko V.,0.5486,0
Lukes T.,Remunda S.,0.6026,0
Melnik O.,Maslovskyi A.,0.5058,0
Rotaru S.,Kalev L.,0.4164,0
Stehlik M.,Valuch R.,0.5585,0
Pesternikov D.,Rak S.,0.3574,1
Tolstykh R.,Pavlyuk R.,0.4323,1
Aristarkhov S.,Miroshnychenko S.,0.4765,1
Khurtak E.,Buianover H.,0.5414,1
Cir L.,Remunda S.,0.7248,0
Mutu V.,Oanza M.,0.3751,0
Zlamala M.,Machan R.,0.4365,0
Kistechko M.,Pavlyuk O.,0.601,1
Ryndia V.,Stepanchuk Y.,0.5342,0
Nazar B.,Pyrtyk B.,0.4037,1
Syksa A.,Arzanov D.,0.3168,0
Lukianevych V.,Butko V.,0.3768,1
Lukes T.,Pospisil A.,0.3996,1
Dulich A.,Konkulovskyi R.,0.4925,0
Melnic F.,Kalev L.,0.3708,1
Pupik M.,Stehlik M.,0.5145,1
Bindas O.,Yurchenko K.,0.4317,1
Sydorenko V.,Tolstykh R.,0.4178,0
Miroshnychenko S.,Ziakun O.,0.4574,1
Kovalev Y.,Bohach S.,0.5512,0
Cir L.,Lukes T.,0.6295,1
Sheremeta V.,Hudyma O.,0.5344,1
Stanciu D.,Rotaru S.,0.5156,1
Veternik P.,Machan R.,0.6055,0
Verbianyi V.,Lyevshyn V.,0.3692,0
Yaremenko R.,Stepanchuk Y.,0.5676,1
Zaporozhets R.,Aristarkhov S.,0.3858,0
Grinenko K.,Pereyaslavsky D.,0.6656,0
Remunda S.,Pospisil A.,0.4116,1
Ponomarov S.,Tebenko Y.,0.4843,0
Valuch R.,Zlamala M.,0.6179,1
Danyliuk N.,Yurchenko K.,0.4203,1
Dodean A.,Titov A.,0.5029,0
Pavlyuk R.,Ryndia V.,0.4241,1
Syksa A.,Miroshnychenko S.,0.4125,0
Samofal Y.,Homylko A.,0.6345,0
Pospisil A.,Lukes T.,0.5364,0
Dulich A.,Hudyma O.,0.4344,1
Zotov Y.,Cioclea I.,0.4543,1
Bindas O.,Verbianyi V.,0.6439,1
Zemiantsev S.,Baranovskiy S.,0.6483,0
Aristarkhov S.,Arzanov D.,0.3866,1
Sokoltsov Y.,Kostiuk B.,0.6112,1
Remunda S.,Cir L.,0.3404,1
Dodean A.,Cioclea I.,0.4583,0
Tebenko Y.,Konkulovskyi R.,0.5438,0
Danyliuk N.,Lyevshyn V.,0.4431,1
Melnik V.,Masko Y.,0.5391,1
Zaporozhets R.,Ziakun O.,0.3756,0
Grinenko K.,Homylko A.,0.6643,1
Malecek O.,Horak D.,0.4558,1
Sheremeta V.,Ponomarov S.,0.6053,1
Zotov Y.,Titov A.,0.5028,0
Horbanenko O.,Cherevko R.,0.5845,1
Verbianyi V.,Yurchenko K.,0.3506,0
Syksa A.,Aristarkhov S.,0.3515,0
Kostiuk B.,Pereyaslavsky D.,0.4699,0
Marasek D.,Sykora J.,0.5419,0
Dodean A.,Zotov Y.,0.4559,0
Dulich A.,Tebenko Y.,0.4544,0
Zemiantsev S.,Masko Y.,0.5308,1
Bindas O.,Lyevshyn V.,0.5222,1
Zaporozhets R.,Miroshnychenko S.,0.3357,0
Samofal Y.,Sokoltsov Y.,0.4021,1
Malecek O.,Sykora J.,0.5725,1
Cioclea I.,Titov A.,0.4963,0
Ponomarov S.,Hudyma O.,0.4783,0
Cherevko R.,Baranovskiy S.,0.4275,0
Danyliuk N.,Verbianyi V.,0.6628,1
Arzanov D.,Ziakun O.,0.5935,1
Grinenko K.,Kostiuk B.,0.6708,0
Marasek D.,Horak D.,0.4254,0
Sheremeta V.,Konkulovskyi R.,0.5828,0
Cioclea I.,Dodean A.,0.5814,1
Lyevshyn V.,Yurchenko K.,0.4664,0
Melnik V.,Horbanenko O.,0.5924,1
Syksa A.,Zaporozhets R.,0.5434,1
Sokoltsov Y.,Homylko A.,0.6607,1
Malecek O.,Marasek D.,0.618,1
Dulich A.,Ponomarov S.,0.5089,1
Danyliuk N.,Bindas O.,0.4655,1
Titov A.,Zotov Y.,0.5452,1
Zemiantsev S.,Cherevko R.,0.6963,1
Aristarkhov S.,Ziakun O.,0.5702,0
Samofal Y.,Pereyaslavsky D.,0.5255,1
Sykora J.,Horak D.,0.3951,0
Sheremeta V.,Tebenko Y.,0.5419,0
Horbanenko O.,Masko Y.,0.4911,1
Yurchenko K.,Lyevshyn V.,0.576,1
Gammer V.,Misurov A.,0.4598,1
Miroshnychenko S.,Arzanov D.,0.412,0
Grinenko K.,Sokoltsov Y.,0.4884,0
Hudyma O.,Konkulovskyi R.,0.4573,0
Bindas O.,Danyliuk N.,0.4853,1
Melnik V.,Baranovskiy S.,0.6393,1
Sykora J.,Marasek D.,0.5073,1
Maftei S.,Zop S.,0.549,1
Samofal Y.,Kostiuk B.,0.5889,1
Dulich A.,Sheremeta V.,0.4187,0
Horak D.,Malecek O.,0.4947,0
Zemiantsev S.,Horbanenko O.,0.573,1
Gammer V.,Zop S.,0.5589,1
Homylko A.,Pereyaslavsky D.,0.4102,0
Cizek M.,Stehlik M.,0.4528,1
Ponomarov S.,Konkulovskyi R.,0.3523,0
Melnik V.,Cherevko R.,0.7585,1
Maftei S.,Misurov A.,0.5409,0
Grinenko K.,Samofal Y.,0.4849,0
Drabek M.,Brozek M.,0.499,0
Tebenko Y.,Hudyma O.,0.5761,1
Masko Y.,Baranovskiy S.,0.5142,0
Gammer V.,Maftei S.,0.5137,0
Sokoltsov Y.,Pereyaslavsky D.,0.6089,1
Cizek M.,Brozek M.,0.4637,0
Zemiantsev S.,Melnik V.,0.458,0
Zop S.,Misurov A.,0.4062,0
Kostiuk B.,Homylko A.,0.5696,1
Drabek M.,Stehlik M.,0.4925,0
Horbanenko O.,Baranovskiy S.,0.5088,0
Korobko V.,Tsolik P.,0.6978,1
Zop S.,Gammer V.,0.4063,0
Cizek M.,Drabek M.,0.5119,1
Cherevko R.,Masko Y.,0.3904,0
Slozka V.,Okopnyi V.,0.6862,1
Misurov A.,Maftei S.,0.5039,0
Brozek M.,Stehlik M.,0.5381,0
Huchok A.,Tsolik P.,0.4657,1
Pitsyk S.,Polysynskyi M.,0.6115,1
Drabek M.,Cizek M.,0.4433,1
Kyilo V.,Kulishov H.,0.4795,1
Korobko V.,Slozka V.,0.4547,1
Sokolov S.,Lobas V.,0.5429,1
Stehlik M.,Brozek M.,0.5114,0
Hryshchenko O.,Diachenko M.,0.6363,1
Huchok A.,Okopnyi V.,0.4327,1
Volkov P.,Balakiriev M.,0.4488,0
Chernyshov D.,Marchuk M.,0.7925,1
Slozka V.,Tsolik P.,0.7554,0
